video_id,positive_comments,neutral_comments,negative_comments
09rAfJbRv48,0,0,0
09tm60U1Lno,3,2,0
09UTn65qjI8,1,0,0
0a2e1C7cCJM,2,1,0
0a5qa9WzAZI,25,12,3
0A74_RhEk6M,0,3,0
0AaBKMFtcr8,1,4,0
0aaGLwh39EM,7,1,0
0AbKdOtb_nA,0,0,2
0aDLYQIMpf4,6,1,1
0AGafmkFjN4,1,1,0
0AhUNNSKZvI,3,2,3
0AiCeiV47BU,1,1,0
0ajDgBDwds0,1,5,2
0AjG4_b7j0s,1,5,0
0amU0wIWlNY,5,1,0
0AMy5LpKWLE,0,15,4
0ANcle3Kw4U,1,0,0
0AOtjY4lcX0,0,0,0
0aQ72_HxKwI,0,0,0
0aqet8UaSrQ,8,3,1
0AREgmCTK2Q,6,1,0
0ATgh2O1lI0,1,0,0
0AxOEKaosYk,0,1,0
0AYiD1rc4Pw,0,5,0
0AZO3ShNADI,0,50,0
0b8Xy3C80MU,0,6,0
0bAV0Ga8AcI,0,2,0
0Bb9kxTR29E,2,0,0
0beIE2KSDx8,1,0,1
0bEZgToxv00,8,0,1
0BfUlZpoiUc,35,4,2
0BIdv9IVT9o,1,0,0
0bJ2K3QIEC8,1,7,0
0BN9YYun7qQ,1,0,1
0bNeSOGl1nk,0,1,0
0BntnZ_W3p0,22,11,1
0Bo40bZqAA8,0,0,0
0Bqj_xDI6XE,1,0,0
0BRK_GoDTOE,0,0,0
0BrWz9Et7ms,3,7,1
0bT4NX83rxo,3,1,0
0bXXU0lmKBc,7,1,0
0C-jB1joHD4,38,9,3
0C3qxsx5fM4,0,0,0
0c4sPI2aCzc,3,4,0
0c9miWp6YHs,9,6,3
0cAFkYm3u1Q,23,23,4
0CawnR1kb_M,2,20,1
0Cbfi2wsgns,3,1,5
0cecrLmbXoo,0,0,1
0CI2Uz1a8Gg,4,0,0
0ciVCAp740I,3,0,0
0cMPe963gpk,0,0,0
0cq8z9Ogqz8,33,11,6
0Cqgnox45XE,27,23,0
0CR-CCHZqoM,1,8,2
0CsFd-t-l7k,4,5,0
0Cxo3Rt-yxA,2,2,0
0Cxtz0ImPyM,8,2,1
0cZuHaNAJVY,1,0,1
0D03frLVec8,2,8,9
0d1iTnSUB20,1,0,1
0D9JMQOfdeE,1,3,1
0D9mUB9MmWM,7,3,0
0DBblcTn_FQ,29,13,8
0DDDBwk_-bM,12,14,4
0dEIshbxXeU,0,0,0
0DeXOXN-KAA,5,1,0
0dH0P2G9WEc,0,0,0
0dhrdGw8BOY,27,15,8
0dkSoslxzMQ,1,6,1
0Dm7-Tkchcg,0,0,0
0dmcrbIAByE,1,1,0
0dnwrRx-nfQ,14,6,4
0dXU5Ir7eyI,1,1,0
0e-5rBY2-Rk,3,28,1
0e0L4IizLFQ,31,13,6
0E0oqSk8_v8,2,0,1
0e5aHwNAsQw,9,37,4
0E5L_SsPxDE,1,4,1
0EACK6E1GyA,0,4,1
0eam2AEKLKk,0,5,0
0Eb-25W-ABs,3,37,10
0EcPctezDTU,0,5,0
0EGyDWoOU9w,9,4,4
0EHc7-7e6wk,2,1,1
0eicD1dgd5k,29,7,3
0EjxyXx2kLQ,12,12,2
0EN0dJjMY10,20,30,0
0eoHOeZQ5yI,0,0,0
0EWZklZg8E8,12,2,0
0ExuBB7Q1QE,28,10,12
0E_6wEn4yWc,2,1,1
0f-qul_S8R8,0,17,0
0f8jsoUHPhw,2,48,0
0F8sSiwl-lM,0,16,0
0FaCkDxEoB8,2,1,0
0FblthBmdn0,0,0,0
0fDb1qqrqRs,0,50,0
0Fdlh9E_NuQ,2,6,1
0FdOctdVflc,2,2,1
0fekv40M0sM,3,5,2
0FG9oefMVlQ,3,5,5
0fH20hOiXQg,11,11,5
0fi96VC0VSM,5,24,21
0fjngMk2SDA,3,6,0
0fn6PjNvSYE,1,2,0
0FqaSPlvynw,2,1,1
0FSbdAb2r2Y,0,5,0
0FUjjeIZ2rU,1,0,0
0fWNXJm-4J0,17,18,15
0fXCR4Z3nmo,0,1,1
0FXNekDK3Eo,23,3,1
0G-SQiSARB0,4,2,3
0G3vqE_8VO8,0,1,0
0g5OaHI5BXQ,0,2,0
0gAhzPdbiu8,1,3,3
0gB1t-5a-3Y,0,1,0
0gGZniHohjs,36,8,6
0GH9iJIlRcA,16,16,3
0GhACvO2MrM,17,25,8
0gjhb1EB4i8,6,1,3
0gJ_GVryK5E,0,0,0
0gLtD22AIz4,0,0,0
0GmUl3Qdj-U,0,0,0
0gnGPS0fOM4,1,0,0
0go-k9y0pwk,14,6,3
0grVqnrkCWE,3,0,0
0GSHhTgL-XA,8,7,3
0GswN9sBB6Y,3,1,0
0GTCJ_AjnnE,0,3,0
0GUaozFTUc0,5,0,1
0gwgInXs_Aw,0,0,0
0GX4RkrRUyc,0,1,0
0gxSOPc86lY,0,5,1
0GyAR73pWGs,3,3,2
0GZ-uV0WyxE,2,1,0
0H0Ijg8Kre8,0,0,1
0h0Yey2TbmQ,2,14,0
0H130lT1q2g,0,5,0
0H1pRQbQM9o,0,50,0
0h2g5GAzrDA,9,1,0
0h2giXiXJB8,0,0,0
0H31cGMwaWc,13,1,1
0h5QQbKcl44,1,1,0
0H923snDrDE,10,3,0
0H9F7Ww9wWg,28,19,3
0H9wte0ueh4,0,0,0
0hb6NShH9hY,35,12,0
0hBbEYbUFrg,4,8,0
0HBMlDfAYtM,3,0,0
0Hc3ZoRndJ0,25,14,11
0HCddfjC7CY,7,36,7
0HCkl1ILvSA,1,1,0
0HdDaPn7dhQ,1,9,0
0hDWt2A8J44,31,10,9
0HfUKKYOxrU,4,0,0
0HGDyepKvuE,1,0,0
0HhTNhdH9OQ,0,0,0
0hIq6H1NeCA,13,1,1
0HjALDBl82M,19,21,10
0hjnCiQMWT0,1,2,3
0hmWD15J4a8,0,0,0
0HryrRTCRAs,15,6,6
0huz67BVYU4,11,4,4
0hW4p9XC0pw,0,1,0
0hWmvF1SPLQ,0,0,0
0HWsPO59Tek,24,15,1
0h_F06NpFtM,1,9,1
0i1OTRS9Aeo,1,1,0
0i2FCu2CP1w,0,2,1
0i3ewqWC3mQ,1,2,1
0i4DK0tRYps,16,12,20
0I55F9vA5FA,28,21,1
0i5_8-HjFfs,6,2,1
0iCFq1QYu1Q,6,5,6
0IDqZk7GclA,31,15,4
0ifKbkJYYnE,0,0,0
0iiE2hDBoZ4,1,0,1
0ikwzrdVFZQ,12,0,2
0ILaAAoFqnk,6,4,0
0IMi49uI63s,5,0,10
0IoXWZlQVzI,34,14,2
0ip68hekZjw,4,1,1
0iPDOicDiJ4,1,0,1
0IphPQcKHlA,0,0,0
0iQRi_chiKs,0,1,2
0IrIbpCggbE,4,13,5
0iRiQ2c_sSs,5,4,0
0itDf0AS1R8,4,0,0
0itF4BzYWiI,0,1,0
0iz5i7TIHOw,0,0,0
0j4EE2UPg28,7,15,4
0jCk9sX-8JI,2,25,18
0JD0g_O6mNA,1,5,2
0JgLV5ZhSl0,3,11,0
0jhTKemMU0E,2,1,0
0Jjb0ut7lkw,19,7,4
0JLbaQsl_Fw,5,2,0
0JNCXFTincw,4,2,1
0jqSVtC2FiI,0,0,0
0jRW_1Eupis,8,6,0
0JSpPabRoP8,10,28,6
0jt0emKSXBU,6,33,11
0jTveEWm8QE,1,0,1
0jwQd_eAabs,6,0,1
0k-pvcDj6no,36,10,4
0kBoopyi0Ro,12,3,11
0KeItk6oRRs,11,2,3
0kHXdEMRZtA,6,34,10
0KkC3hb3Xgw,1,14,3
0koHFG7QdwE,12,5,0
0Kpjp3hmHGY,6,28,6
0KrgqeSywm8,5,4,1
0KrSkQLtxWg,0,3,3
0L-7Y0Zz2po,32,14,4
0l0A9tLmYEs,1,2,0
0l0qZPPk_SE,2,0,0
0l4138yu7BI,4,4,1
0L5lyEBhVLg,12,0,0
0l68572kX40,11,5,7
0L8MTFpWiek,1,2,0
0LCzsE2a1xk,5,8,2
0ldkoHA9t7o,8,39,3
0lebyrgzpQo,0,50,0
0LFP7Z8aUes,2,2,1
0lg4AirZ5TY,11,6,1
0lNhjP7Y12A,4,2,0
0Lo6uXwi4M0,19,23,8
0lR1SBRnM2g,11,5,8
0LrhM3K8yiE,1,1,0
0lTLrycKmvw,0,0,0
0LUBvMOaEAM,0,0,0
0LwhMeWYYYE,32,14,4
0lYGE_Vu4KU,8,12,6
0LZAdSJyg-U,1,7,0
0lZDdOPnazA,0,0,0
0m-AY8pb_sQ,25,17,8
0m1a1Sf3IV0,4,1,1
0m2p1OwD7EY,1,2,0
0M6UDygsEyQ,27,12,11
0mcUkx47-34,20,15,2
0MdFjBqDXk4,1,14,0
0ME8nxpRum0,0,0,0
0meE8Wac-oY,0,0,0
0mFt-Uqe33I,1,0,1
0MJL5eSeJc0,0,1,2
0mLWaWb1ztY,1,0,0
0mO-ccIMbsA,0,8,0
0mOmO3cHFuo,0,2,0
0mPG_REdqIQ,23,3,4
0MQ2NJ6e1Cg,4,1,0
0MQOHoFx3QE,12,37,1
0MuBB4GtHP0,0,0,0
0mv3KjcnzP8,14,3,2
0mvPIMcS7sQ,31,18,1
0mX9T2h6N0Q,6,0,2
0MxiPMsdBfQ,0,5,2
0mxjQVSNSyo,0,0,0
0mXsFVp-eM4,0,0,1
0MYb1BruAvI,0,1,0
0m_tYE1Mihg,0,0,0
0n1Cs8f19po,0,0,1
0n7gYfUF2bQ,13,10,27
0n8OettHPcY,2,0,0
0nCt-E-fVlo,11,5,0
0nEc4gnuIEM,1,2,1
0Nh3obmS8Uo,1,0,0
0NHAleSodqM,0,2,0
0NJDbGXAz3M,2,4,0
0NJdwXrDJy4,35,7,8
0nmkX4p01wA,2,8,0
0Nn8Ihu-uLo,26,15,9
0nndieMHAtU,14,4,5
0nnwgwHeyyc,0,0,1
0nRCT1U_3bw,1,2,2
0NrJ59w7cKw,14,9,4
0NSXlGw56ec,0,0,0
0Nw7MyIAG00,10,12,2
0nZcqCxPpn0,1,8,0
0O0vBALEy5E,0,50,0
0oc85w7iFHk,5,3,1
0odBaegwVgo,4,2,0
0odEfaydq-w,4,2,0
0oEdqn3Um4Y,0,4,0
0ohBzcQinPo,30,11,9
0ohdBx22yPc,1,5,2
0oHK2GEP40k,6,0,0
0OjIqTwgjdk,41,4,5
0oKnhef7fbY,0,0,0
0okP0LPagFo,0,50,0
0oMTFQ3GVmM,1,0,0
0OP8l5_OkGw,30,15,5
0osweWSEUqA,27,7,14
0OVGKpKypow,1,2,0
0oVls7DaL8s,22,17,1
0owwly3SX5k,0,32,0
0OXvcVb71co,38,6,6
0oy6Lw8VRAY,0,0,0
0OYKtyESPB8,6,34,10
0OzDhXKq8yM,2,1,0
0o_IfOt0uEc,26,17,7
0p5ghOAiNbI,0,0,0
0p6fXzLiNGY,11,5,1
0p9XbYKZGp0,0,1,0
0pbEDCcEU14,1,0,0
0pCMwD_4N8Q,6,18,3
0Pd2rMehG6A,0,5,0
0pdBgor3V70,0,0,0
0PjIX6pRemg,3,1,1
0PKIvqMhDKY,22,5,8
0PkOpo5ZK8s,0,0,0
0PN0vgvIwV4,9,6,3
0Pne3FgDPOU,3,1,3
0pni4JF5uS8,15,5,0
0pnZxWXKQ94,0,0,1
0PQO-8zzjmM,23,1,0
0PQz4zqfT7U,5,3,0
0puHoyAUUoA,0,6,0
0PUOEz5fxuE,5,5,2
0puXQRoLTA0,8,2,14
0pvqt1jXhlQ,4,10,0
0PZJMD71BY8,3,3,1
0PzmCkVRMlY,10,0,0
0q2pgNYmvpE,0,1,0
0Q3VuQDWUt0,5,3,1
0q8uq5ntjvI,8,4,4
0q9zQSQ-hd8,8,6,3
0qaCQ6Qcobw,8,21,9
0qCYYiwOA7c,2,2,4
0QddGHQMXfU,27,18,5
0qdtBySJVkA,18,1,0
0qDzUH3TJfA,0,0,0
0QeO7AZQ06U,12,15,6
0QeyCjOa-RI,6,24,7
0QGiZ6gwFcY,5,7,6
0qJgbWtwYWE,1,0,0
0qjP_nyhgtk,2,1,1
0QKPvAQZHVE,41,8,1
0qKUSyNOTiQ,18,9,3
0QmSaVDTyGI,8,11,31
0qmz_JUtQs0,0,6,0
0qO-mTJN6ck,0,2,0
0qOiixMnpuQ,4,1,0
0qOSEmSIu3E,36,10,4
0QroDpQ4Mi8,25,11,0
0qT1QOCauPc,6,1,3
0QTiuidl04w,14,9,3
0qwF4PHCE8Q,15,17,18
0qWKd7GYJ-c,3,0,0
0qx4eCEUqWY,1,1,0
0QXxHtvnbpE,10,3,6
0QzD3xg_SA8,8,1,1
0R1RBAxZdm4,0,0,0
0rao31vo0gg,0,0,0
0RaYOBPSZbk,2,0,1
0rbU0mzoMyw,19,21,10
0rcytjyLeCo,5,4,0
0RDfW5cWc5k,7,12,6
0Rf5W1udSL8,21,18,11
0rGo246bg_Q,3,0,0
0Rl2cUSi8ho,26,10,3
0rL3aA4mMFE,8,4,9
0rlfZfS-SrE,1,0,0
0RMf5WVRL-k,10,5,3
0rmihLvSazE,0,3,0
0rNA2KvXW1A,0,0,0
0ro09mvAshc,1,0,0
0Rp86q0U2lI,0,0,0
0RPzJdyN6Yk,5,8,0
0RQD71ALpFw,1,3,0
0RQdnaT2x5c,20,15,15
0RrnAHqSFeM,0,1,0
0rxqYvj2Rk0,5,2,0
0rY_gbjRQGE,3,0,0
0r_3DQpSA9c,0,0,0
0r_dyIpeWS8,1,5,1
0S2pjReXGQA,2,1,1
0s6cBZLpsbU,25,11,3
0S8oHr4jCIo,17,8,12
0s9MO73e5EU,3,2,1
0SA42haRy84,27,1,6
0SCx40czdn8,4,27,19
0Si-MdUTBRY,1,41,0
0sJOqciWoR4,6,4,0
0sKXuptPH_Y,11,33,6
0SM5RCYCid4,3,1,2
0SMmZ3O1jBw,5,5,3
0sQZJeFLPoI,10,2,0
0sUGPDhc5pY,29,16,5
0SwHgQSB8mk,10,7,6
0sxjWrSWZxs,19,4,4
0t4Hpym5tb0,1,0,0
0T5d5k5bDwk,7,0,1
0t7sIg_-Hj8,13,8,2
0TA2f7T6lNQ,1,1,1
0TaQF1WDLy0,0,1,0
0tcT84VeD2c,3,0,1
0tHtL-_UaP8,2,0,1
0ThvrxK2eB8,6,5,0
0tjCSf5aISg,23,23,4
0tJlPGBb5uU,1,2,0
0tKpZ_WMI9k,0,1,0
0TloR0k7dX4,0,6,0
0Tos9SX_BoI,1,39,0
0TpkDu4cAxc,0,1,1
0tRmZRnhhvw,1,0,0
0tRoo4fQUq8,1,47,2
0ts61_hx99E,5,1,0
0TtPTAlcqK0,0,2,2
0Tv9YvtXGbQ,5,0,0
0tw9qPRLuNw,0,3,0
0TwhvT6Al9E,1,2,0
0typWWzlIs0,7,2,4
0Tzh3XtfDFw,1,0,0
0u2EM3NT43c,0,2,0
0U5n2WaMMHo,19,13,18
0ulSiTiWYVQ,0,0,0
0ULYEmJIztg,17,22,11
0UOqXtdVDmI,4,1,0
0UQv4cI1q-o,8,6,2
0uQWxtG1L0E,23,20,6
0URQTkG3l9s,0,0,0
0uSJhFsbt8E,0,1,1
0Uv6JwFyEPA,11,0,0
0UVjw0jE7-s,5,24,2
0uVpGI_L9Fk,12,7,1
0uwaiHYxYeg,0,0,0
0uWv6APnqrI,6,24,5
0ux-vYFNWvc,0,1,0
0uy9T2KZ4PM,21,18,11
0uYEq1l2nv0,0,0,0
0V0No6hZmKA,13,8,1
0V3f8rMCC9Q,1,1,0
0v67s5LEahE,5,42,3
0vavr4oSbXY,27,15,8
0vB1jKNp1Uo,19,20,11
0Vc3FBdYwAs,16,21,13
0vdwehqmevs,3,2,3
0vEOaKfJxWU,1,3,2
0vEykgHO8Ss,0,2,0
0vfzxekeWGg,2,0,0
0vHHpy2JZzs,0,0,0
0vhTt-DgYm0,7,11,3
0Viq4rJ5t9M,2,0,1
0VLF_m_I9Tc,7,2,4
0VNHzEC0VKc,18,13,8
0vNSc8Nh8Xg,29,19,2
0vqMFnv4caU,0,1,0
0vv-Bne8Fzs,27,7,16
0vWz1LONQ6U,7,9,2
0vylAwQwEyA,1,1,0
0vZRUpnlR7w,5,0,1
0W3oVDHdID4,31,11,4
0W5rvHAiAtE,1,0,0
0W81nwOc1WU,1,2,0
0W8NIVP2ihA,3,10,5
0WAMy2tuKzg,1,0,0
0wDWE7oydXI,15,4,1
0We0Sfjjhxo,0,0,0
0wFm6VYrjSI,29,16,1
0WJEIq_sCGw,0,0,0
0wkozme13DQ,10,5,5
0wLHMob77M4,1,1,1
0wO4q5QMhjE,22,7,1
0WonnMhNoJA,2,2,0
0WPugwpGb7s,4,3,1
0Ws11cnZASI,3,8,1
0WvH3h1wdd4,20,9,21
0wWpiU1YZzY,18,23,9
0W_V7cuDvfo,11,4,1
0x5omPmgRhQ,2,0,0
0x5YxVlP9zM,1,0,0
0X7YTNDJqjI,29,12,9
0xBJtQAdc6A,26,18,6
0XcsnDovzNs,4,2,0
0xd2PsL_9n8,4,45,1
0Xe5pacRjJM,30,20,0
0xGkyILjecg,0,0,0
0xINFPHQaLE,1,3,0
0XK9PS_AIGs,2,1,0
0XmY8euRXLM,0,1,2
0xM_yMugNLg,17,12,5
0xNBOi15FTY,30,18,2
0xntx7pPgW8,0,0,0
0xOMGr7nrZA,4,5,1
0XQekowkUGg,17,3,0
0xRdI6TE4cA,0,2,0
0xSr8VmBFdU,10,2,0
0XujU8hMPVM,30,4,2
0xw9nXbBDZ0,0,0,0
0xxu9z_Jgsw,14,4,1
0XYv7Hp9r50,4,1,1
0x_lLnLFeB4,3,0,0
0x_NYYyrqgE,0,0,0
0y-beUmiglI,1,4,0
0y09XJB6qMA,0,1,0
0Y1s-2UCzNA,0,0,0
0Y4D4_vaUx4,40,8,2
0yBORNvE-Y4,0,1,0
0ybVnzLZprk,9,6,2
0yCnpyehZqw,0,1,0
0YCPKK1_Mjc,3,0,0
0ydaKAbM0XY,0,0,0
0yDMckltASM,0,1,0
0yFRmp8_ljY,0,0,0
0ygFLDeBVao,0,1,0
0ygR5LI1fOk,4,1,1
0YH9METB0_E,3,1,4
0yhBQMSMWqI,0,0,0
0YkeN7XUeys,15,9,2
0yKsxlDNqeA,11,6,3
0Ym95FL-mJ4,2,1,1
0yMvwDek-OE,0,0,0
0yNfNunx3rM,0,0,0
0ynNO_yaslY,2,3,0
0YNtqcD3AEc,19,19,12
0YOsJk4OKzU,26,16,8
0ypSLkV3tac,5,4,0
0YszNMqoAzQ,0,1,1
0yV5L8HNs1I,8,4,4
0YVlaMg8Izk,1,0,0
0YY3ZShwoWA,2,39,9
0z425ykcqvo,33,5,12
0Z4QhnhlG3I,23,7,20
0ZgbZX8hR7E,22,15,13
0zJuk9diZZ4,0,3,2
0ZkHpRJLgDA,6,9,2
0zlYkRF87pE,0,9,1
0Zmcaqq2nh8,0,4,0
0zmZxgGryX0,12,12,5
0zN8gcmwobg,7,0,3
0zQYpeB2rRI,7,0,0
0zra1QSPoNk,1,0,0
0ZSVQ1qSL90,0,0,0
0ztJc8th4Uk,1,0,0
0zWImksLvsQ,2,1,1
0zX1fUD4qNs,17,20,13
0zxvxrd1PDA,26,22,2
0zymmC48mlc,0,1,0
0zyTuSU4GKI,2,3,3
0_BPWW2Nwh4,0,5,0
0_C9Sk0RQrU,2,3,0
0_CT4JYhc7A,1,5,0
0_d19ZNsJ3A,0,0,0
0_DSZoL1d3U,1,6,0
0_je_c1bMAc,5,23,2
0_k4v4SfGlc,2,7,3
0_oYOJjQfqk,18,12,4
0_Pqg2Iicw4,0,0,0
0_SQelzXyos,28,16,6
0_WffB6Xk7s,4,0,0
0__pzoLUq10,19,25,6
1-bRQUG29pY,0,0,0
1-CHLXPigdw,3,0,0
1-cTgWRlpL8,0,2,0
1-dKTmiaoU8,0,0,1
1-fKy1QlB9s,18,14,18
1-gDD02be9A,0,0,0
1-j8M6wGsxo,3,1,0
1-kA0yafArc,0,1,0
1-kyLH-PPxE,36,8,6
1-P5xj1x2LM,0,0,0
1-pieOsxhGg,0,1,0
1-PKQZVYh38,0,0,0
1-UCSUK-pTo,0,6,2
1-uYNJemG6c,30,7,13
1-wLt2WFURQ,8,11,0
1-y-hGVeXAY,0,1,0
10-nb-qPzHQ,0,12,4
1019lwuLvuY,0,14,0
103h9ccFXLw,26,12,9
104oeKXZsRY,12,25,2
106O2AyztUI,11,8,6
109oSAFIwFk,0,6,1
109SUo7rZFU,4,9,0
10ba03b8hY8,0,12,0
10BijL7pXCU,28,3,1
10cLoQo4sVE,15,29,6
10hQ2kv9weQ,1,1,1
10JDCiUoRH0,0,0,0
10K7gS1hWd8,2,0,0
10OR-U0n7Pw,27,15,8
10UTp7R3QrM,4,4,5
10W6N6JPP1E,1,0,0
11BHO8VeO0Q,3,0,2
11fjB5SyWl4,1,1,0
11hG843e0os,2,0,0
11i65eIpTAs,0,4,0
11JSpzp8fMA,1,2,1
11P6dl3EomM,3,5,0
11qXQRRUrOM,31,14,5
126Wj96BjUs,2,9,0
126_NWTMg_c,11,3,8
12bn1wxRZtU,16,6,6
12EGnV2JWe8,0,0,0
12GRisV77fQ,1,0,0
12hnFQ4fUb4,22,19,9
12i3pPtBmZE,22,4,1
12Mtou1L6uQ,6,3,4
12ZxgBQxIj8,2,0,0
12_uvjdprTs,12,1,4
137kaQNXBOw,27,13,10
13cOuQd7AOg,3,26,21
13EsEM_S9EI,21,16,13
13IDTwTGvSE,30,4,16
13IuxNixyig,22,11,17
13IvxNFGaQc,20,10,6
13Jf3eP8NrI,1,2,0
13MBXAFFnNo,24,22,0
13mVk6PxmPA,4,0,1
13nUPxKkE1M,28,10,5
13r-Gdzh32Y,8,4,1
13TiaRuP52w,3,2,1
13V0poU8Blo,0,0,0
13Y8x56_0S8,8,3,3
14EnBhMy3QI,3,1,0
14iCnI5RGpU,20,2,0
14KG2v6AiSk,1,49,0
14lqsm-GcvY,4,0,1
14oPFPPgIcg,0,0,0
14qyg_Z-VSg,8,22,20
14SXJI6Mutk,6,2,1
14tsFnMuIGw,2,19,3
156uweE6PVE,0,12,2
15AACv_SB3E,2,0,0
15blLqU44V4,1,4,1
15ctzi8LfRU,0,1,0
15DNSCR7CgU,19,7,7
15f-rmNpnKc,8,7,1
15l2KEluzmY,6,0,0
15PYZu39Ipk,0,0,0
15RA8zw3LpI,1,7,2
15y5VDVrKLo,2,0,0
16-GfOiU328,6,1,0
16DMu8vjcDY,9,8,2
16kWq2gxqFs,10,3,3
16LdITcWf3E,0,2,0
16RJ_xKnjdI,0,0,0
16RlC-UK2qc,6,1,3
16ShlFunpws,2,2,1
16Wa7ptkH-Q,9,11,2
17-cuDVTwU0,15,5,5
171KQrHjDLo,3,1,0
176V1zQRWUw,2,1,0
17aLBb24osM,12,9,7
17AWMEIlM50,3,1,0
17CRUokHVN0,0,0,0
17eakhoKHFY,5,4,2
17hoCCxUG5s,2,24,4
17iidRYbg-4,1,20,5
17nGFsOMWzI,13,16,2
17uI1_c74D8,3,1,1
17YfT2dT7Pc,47,0,3
17z5m_1dG9E,0,1,0
1826X84N--Y,0,0,0
189igM6tCGY,0,14,0
18aBv1HQMb8,6,34,6
18eQ5aKaDQg,8,3,3
18JBnJaw18E,5,42,3
18mNDJjBCAI,0,2,0
18SJp2ja2W0,24,10,8
18ZDxJp0HXk,28,15,3
1924_FBQ79w,13,2,0
193lPaTlJIk,0,1,0
19GppynaoAs,10,2,2
19i5q9EDNGU,30,15,5
19JhrVLLgmo,11,8,3
19o7zjQ-EEg,8,2,1
19Pg1_CDmKY,3,2,2
19pUmOh6NNM,0,0,1
19uAYANQoLA,0,9,6
19V1Y1Wu3eo,4,0,0
19XzAKgJXOE,25,12,6
19zCfY7CskQ,0,1,0
19zNFtzgcsk,0,1,0
1A-b2R2cOrI,7,1,1
1a1BmUUFAZA,0,0,0
1a2VwdLtdUc,3,1,1
1A3_1XgcT-c,16,17,6
1aaqcD18tFs,29,16,5
1AcRB9p4UF4,0,0,0
1AdvfrjMG9o,0,1,1
1AdWj1dJM-A,0,14,0
1AEaWRBr_c0,0,1,0
1AGUpdwIfQo,5,1,0
1aHBLfV4tLc,10,4,1
1AHsC1RDU_I,1,0,0
1aiBx1oObJA,0,0,0
1aIoPKNGXfA,1,0,0
1Amzkj4qNoE,2,25,1
1AP5FokZdmw,0,0,0
1aQoQVzKr0U,44,4,2
1ARDnhgseJ8,27,17,5
1ASjKBnYb3Q,27,9,4
1AtX6GImDD0,15,21,0
1AzawAhzOMs,8,0,0
1AzsGgtuBLw,21,11,2
1a_ksC9BPns,23,20,7
1B0Y6FVqWnQ,1,3,1
1b2HOsZvmAU,3,6,0
1B2jHjMVuF8,2,5,3
1bb9kV3GlZc,17,23,10
1BgVCXxPjIc,31,16,3
1BH4NTane8Q,3,8,0
1BinC8ImlIE,5,0,4
1BiPYx6HLvE,0,0,0
1bkDxoXh11I,31,13,6
1blcwkEWBB8,2,18,7
1blXOd5M9Ls,1,2,0
1BMjDm9m25g,11,11,0
1BMon1SCJKE,29,13,5
1BN-Eb4jygY,0,0,0
1bNZa94svHw,2,1,3
1BOy4hZEan8,0,1,0
1bqAuQ00NJk,8,3,3
1BsUUssMdlk,18,22,10
1BTCZuNrCp0,0,4,0
1buOPnoYOc0,0,2,0
1BVZK9aoM0o,0,35,1
1bvz_NQiMwk,23,18,9
1BW5u4E147Q,0,0,0
1bYabXC3H9g,1,5,1
1bzvZ6hO_WE,0,0,0
1B_bDVzarM8,4,2,0
1B_Ontnhx-k,2,2,0
1C-RAfhnQMI,1,1,0
1C-vC-wsSKM,0,3,0
1C37fTQ55sQ,2,0,1
1c3Y8-R4MB0,15,2,2
1C7c1U9WxXY,22,18,10
1C9QU7wARiM,0,1,0
1CAbc5ZPK1Y,20,20,5
1CcXGZUbbyo,23,18,9
1CFCX0LorPk,0,2,0
1cisBhLGRcA,4,5,0
1CJgk2hdfrI,9,3,1
1clOVUpqPEE,3,1,0
1cOBy7DgvUk,2,22,0
1cqfLpBvvCc,9,2,0
1CslBMAjtU8,22,8,14
1CT8o7YrD4A,1,0,0
1ctie9_p9uQ,0,3,0
1cuUv7I5fro,0,12,0
1CvoHXzaHKY,20,20,10
1CwxFRrn_u0,1,0,0
1cYBzdfPFP8,0,0,0
1CZH9u35_7Q,0,50,0
1D13cvypYDI,15,19,16
1d1Ip8why0U,27,5,12
1D2WI4vwWB8,1,0,0
1dGITfOjfR0,1,1,1
1DHPGaDzl3Y,0,6,5
1dNNELNhQ_o,2,0,1
1dsuLjd4eLw,25,4,3
1Dt5RkL-lfA,0,2,0
1dvwhL3GZmw,0,5,0
1e0LoN2oAmE,0,5,0
1e2RXias0ZE,0,0,0
1E4SsifeZ70,3,4,0
1e8hHLyXAyQ,33,11,6
1E9Rvw_L1fo,10,2,3
1EAxBrMR4VY,4,0,1
1EcjjEGH6pw,25,18,7
1eD_mm0uliM,0,1,1
1egqaKx3ySs,9,11,5
1El9THUcN_Q,8,30,1
1EliNBv4sic,0,8,0
1EnJJUmUVsA,4,10,3
1eNvZOw2R5Q,3,4,1
1EO0FQLcok8,0,16,2
1EO1hrr-VQw,6,0,1
1eO3QMHsFIg,14,14,4
1eoUb2e5Ppw,1,44,5
1eShqNAi_xc,0,0,0
1EsKdeA-7eQ,24,9,1
1ETDv1b7XiU,0,6,0
1eUwQ7E72ho,1,4,0
1EVKR-QXBiY,0,0,0
1F3WXwVwtpk,19,16,15
1F7QUsDFCKU,1,2,2
1faHhj-1vYE,0,1,0
1faMBisF2mU,15,1,0
1FbDePjmOis,3,10,2
1fbH_Gke3zw,0,11,1
1FgFU67PnJU,0,11,1
1fgvjiZ54co,2,47,1
1fHng81W9G4,7,39,4
1fIDd-VvT90,8,3,3
1fJGHXX3FyQ,0,14,0
1FnbgXhmQms,0,2,0
1FqadpVYq5Q,0,5,2
1fR7UmEZplo,21,14,12
